table_no,record_name,title,year,author_st,taxonomic_group_st,issue,latin_family_name,latin_name,copyright
1936,floradanica_1936.tif,"Pyrethrum inodorum [beta], maritimum",1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Asteraceae,Matricaria perforata Mérat,free
1937,floradanica_1937.tif,Achillea Millefolium L. var. rosea Horn.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Asteraceae,Achillea millefolium L.,free
1938,floradanica_1938.tif,"Epipactis latifolia [beta], atrorubens.",1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Orchidaceae,Epipactis atrorubens (Hoffm.) Besser,free
1939,floradanica_1939.tif,Poterium Sanguisorba L. (ex. p.),1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Rosaceae,Sanguisorba minor Scop. ssp. minor,free
1940,floradanica_1940.tif,Chara hispida Horn.,1829,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Chara aspera Willd.,free
1941,floradanica_1941.tif,Chara tomentosa L.,1829,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Chara ceratophylla * tomentosa Wallm.,free
1942,floradanica_1942.tif,"Equisetum arvense [beta], Wahlenb.",1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Equisetaceae,Equisetum arvense L.,free
1943,floradanica_1943.tif,Polypodium Dryopteris L.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Woodsiaceae,Gymnocarpium dryopteris (L.) Newman,free
1944,floradanica_1944.tif,Jungermannia multifida L.,1829,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Aneura multifida (L.) Dmrt.,free
1945,floradanica_1945.tif,Jungermannia emarginata Ehrh. / Jungermannia inflata Huds.,1829,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Sarcoscyphus emarginatus (Ehrh.).,free
1946,floradanica_1946.tif,Lecanora parella Ach. / Lecanora murorum Ach.,1829,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Lecanora pallescens v. parella (L.) Schär.,free
1947,floradanica_1947.tif,Verrucaria nitida Ach. / Endocarpon smaragdulum Wahlenb.,1829,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Blastodesmia nitida (Schrad.) Mass.,free
1948,floradanica_1948.tif,Calicium turbinatum (Pers.) Ach. / Calicium tympanellum Ach.,1829,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Sphinctrina turbinata (Pers.) Nyl.,free
1949,floradanica_1949.tif,Opegrapha rimalis Ach. / Opegrapha stenocarpa Ach.,1829,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,"Opegrapha varia [beta], signata.",free
1950,floradanica_1950.tif,Parmelia pruinosa Ach. / Lecidea atro-alba Ach.,1829,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Arthonia pruinosa Ach.,free
1951,floradanica_1951.tif,Calicium roscidum Fr. / Calicium chrysocephalum Fr. / Calicium cerviculatum Ach.,1829,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Calicium curtum Borr.,free
1952,floradanica_1952.tif,Verrucaria maura Ach. / Palmella rubra Fr.,1829,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,?,free
1953,floradanica_1953.tif,Sphacelaria scoparioides Lgb. / Chroolepus odoratus Ag.,1829,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Trentepohlia odorata (Lgb.).,free
1954,floradanica_1954.tif,Ectocarpus siliculosus Lgb. / Ceramium roseum Ag. var.,1829,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Ectocarpus confervoides (Roth.) f. siliculosa Le Jol.,free
1955,floradanica_1955.tif,Schizonema rutilans Ag. (Bangia Lgb.). / Hutchinsia implicata Lgb. / Cladostephus laxus Ag.,1829,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Polysiphonia aculeata (Ag.) Kütz.,free
1956,floradanica_1956.tif,Chaetophora elegans (Roth.) Ag. / Chaetophora elegans var. major,1829,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Chaetophora elegans forma.,free
1957,floradanica_1957.tif,Frugilaria hiemalis Lgb. / Diatoma auritum Lgb. / Echinella fasciculata Lgb.,1829,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Diatoma Hyemale (Roth.) Heib.?,free
1958,floradanica_1958.tif,Agaricus tegularis Schum. / Agaricus porphyrius Horn. (A. gracilis) Schum.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,(Psilocybe) !,free
1959,floradanica_1959.tif,Agaricus semiputris Bull. / Agaricus semiputris var.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Agaricus (Panaeolus) campanulatus L.,free
1960,floradanica_1960.tif,"Agaricus ephemerus [beta], Fr. / Agaricus impatiens Horn.",1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Coprinus sociatus (Schum.) Fr.,free
1961,floradanica_1961.tif,Agaricus alternatus Schum. / Agaricus Blennius Fr.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Coprinus alternatus (Schum.) Fr.,free
1962,floradanica_1962.tif,Boletus luridus Schäff.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Boletus erythropus Pers.,free
1963,floradanica_1963.tif,Polyporus cryptorum (Bull.) Fr. / Polyporus caesius (Schrad.) / Polyporus fumosus Fr. (Boletus coeruleus Schum.),1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Polyporus coeruleus (Schum.).,free
1964,floradanica_1964.tif,Daedalea gibbosa Pers.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Trametes gibbosa (Pers.) Fr.,free
1965,floradanica_1965.tif,Hydnum subsquamosum Batsch.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,,free
1966,floradanica_1966.tif,Clavaria flavipes Pers. / Clavaria fragilis Holmskj.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Clavaria vermiculata Scop.,free
1967,floradanica_1967.tif,Clavaria byssiseda Pers. / Typhula villosa Fr.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,,free
1968,floradanica_1968.tif,Helvella lacunosa Afz. / Helvella elastica Bull.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,,free
1969,floradanica_1969.tif,Elaphomyces granulosus Fr. / Scleroderma vulgare var. squamosa Fr.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Elaphomyces rugosus Fr.,free
1970,floradanica_1970.tif,Peziza onotica Pers. / Peziza hirta Schum. / Peziza Capula Holmskj.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Cyphella Capula (Holmskj.) Fr.,free
1971,floradanica_1971.tif,Peziza vaccinea Schum. / Peziza Tuba Bolt. / Peziza citrina Batsch.,1829,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Helotium vaccinum (Schum.) Fr.,free
1972,floradanica_1972.tif,Diderma umbilicatum Pers. / Diderma hemisphaericum (Bull.),1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Didymium hemisphaericum Fr.,free
1973,floradanica_1973.tif,Diderma ramosum Fr. / Diderma oblongum Schum. / Diderma oblongum Schum.,1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Leocarpus ramosus (Schum.) Fr.,free
1974,floradanica_1974.tif,Physarum solutum Schum. / Physarum cernuum Fr. / Physarum bulbiforme Schum.,1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Tilmadoche soluta (Sch.) Fr.,free
1975,floradanica_1975.tif,Arcyria cinerea Schum. / Arcyria umbrina Schum.,1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Arcyria umbrina Schum. Fig. commutatae.,free
1976,floradanica_1976.tif,Reticularia plumbea (Schum.) Fr. / Reticularia umbrina Fr.,1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,,free
1977,floradanica_1977.tif,Reticularia carnea (Schum.) Fr. / Reticularia ungulina Fr. (Lycoperdon Schum.).,1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,,free
1978,floradanica_1978.tif,Spumaria alba DC. / Diderma spumarioides Fr.,1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Carcerina spumarioides Fr.,free
1979,floradanica_1979.tif,Diderma minutum Schum. / Diderma granulatum Fr. (Spumaria Schum.).,1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Leocarpus minutus (Sch.) Fr.,free
1980,floradanica_1980.tif,Polyangium umbrinum Fr. / Physarum violaceum Schum.,1829,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,,Physarum conglomeratum (Fr.) Rostaf.,free
1981,floradanica_1981.tif,Utricularia neglecta Lehm.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Lentibulariaceae,Utricularia australis R.Br.,free
1982,floradanica_1982.tif,Veronica Buxbaumii Ten.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Scrophulariaceae,Veronica persica Poiret,free
1983,floradanica_1983.tif,Scirpus triqueter L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Cyperaceae,Scirpus triqueter L.,free
1984,floradanica_1984.tif,Phleum pratense L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Poaceae,Phleum pratense L.  ssp. pratense,free
1985,floradanica_1985.tif,Alopecurus pratensis L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Poaceae,Alopecurus pratensis L.,free
1986,floradanica_1986.tif,Triticum acutum Horn.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Poaceae,Elytrigia obtisiusculum  (Lange) Hyl.,free
1987,floradanica_1987.tif,Cuscuta Epilinum Whe.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Cuscutaceae,Cuscuta epilinum Weihe,free
1988,floradanica_1988.tif,Myosotis palustris With.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Boraginaceae,Myosotis scorpioides L.,free
1989,floradanica_1989.tif,Coriandrum sativum L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Apiaceae,Coriandrum sativum L.,free
1990,floradanica_1990.tif,Caucalis nodosa Huds. (Tordylium L.),1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Oleaceae,Torilis nodosa (L.) Gaertn.,free
1991,floradanica_1991.tif,Aethusa Cynapium L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Apiaceae,Aethusa cynapinum L. s.l.,free
1992,floradanica_1992.tif,Rubus suberectus And.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Rosaceae,Rubus sp.,free
1993,floradanica_1993.tif,Ranunculus tripartitus Horn.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Ranunculaceae,Ranunculus baudotii Godron,free
1994,floradanica_1994.tif,Geranium pusillum L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Geraniaceae,Geranium pusillum L.,free
1995,floradanica_1995.tif,"Lotus corniculatus z[zeta], tenuifolius DC.",1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Fabaceae,Lotus glaber,free
1996,floradanica_1996.tif,Apargia autumnalis Willd.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Asteraceae,Leontodon autumnalis L.,free
1997,floradanica_1997.tif,Crepis biennis L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Asteraceae,Crepis biennis L.,free
1998,floradanica_1998.tif,Centaurea Calcitrapa L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Asteraceae,Centaurea calcitrapa L.,free
1999,floradanica_1999.tif,Erigeron compositus Pursh.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Asteraceae,Erigeron compositus Pursh.,free
2000,floradanica_2000.tif,Ceratophyllum demersum L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Ceratophyllaceae,Ceratophyllum demersum L.,free
2001,floradanica_2001.tif,Equisetum arvense L.,1830,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,Equisetaceae,Equisetum arvense L.,free
2002,floradanica_2002.tif,Dicranum Moerchianum Hornsch.,1830,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Dicranum (Arctoa) fulvellum (Dicks.) Sm.,free
2003,floradanica_2003.tif,Dicranum falcatum Ehrh.,1830,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2004,floradanica_2004.tif,Jungermannia Blyttii M°rch.,1830,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Pallavicinia Blyttii (M°rch) Lindb.,free
2005,floradanica_2005.tif,Jungermannia ventricosa Dicks. (pl. fructifera et gonidiifera). / Jungermannia albicans L.,1830,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Diplophyllum albicans (L.) Lindb.,free
2006,floradanica_2006.tif,Jungermannia serpyllifolia Dicks.,1830,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Lejeunia serpyllifolia (Dicks.) Lib. (Jungerm. cavifolia Ehrh.),free
2007,floradanica_2007.tif,Parmelia recurva Ach. / Parmelia stygia L.,1830,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Parmelia incurva Pers.,free
2008,floradanica_2008.tif,Lecanora straminea (Wahlenb.)Ach. / Lecanora ereutica (Wahlenb.),1830,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Placodium stramineum (Wahlenb.),free
2009,floradanica_2009.tif,Lecidea cinnabarina Smrf. / Urceolaria Acharii (Westr.) Ach.,1830,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Aspicilia lacustris (With.) Th. Fr.,free
2010,floradanica_2010.tif,Cornicularia ochroleuca Ach. / Cetraria cucullata (Sm.) Ach.,1830,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,"Alectoria ochroleuca (Ehrh.) Fr. [alfa], rigida (Vill.).",free
2011,floradanica_2011.tif,Sphaerococcus mammillosus Ag.,1830,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Gigartina mammillosa (Turn.) Ag.,free
2012,floradanica_2012.tif,Mycinema Pteridis Ag. / Scytosiphon velutinus Horn.,1830,J. W. Hornemann,Ukendt,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Pili e scapo subterraneo Pteridis Aquilinae.,free
2013,floradanica_2013.tif,Syncollesia melaena Ag. / Byssocladium dendriticum Ag.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2014,floradanica_2014.tif,Oscillatoria limosa var. violacea Horn. / Oscillatoria flexuosa Horn.,1830,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Oscillaria sp.,free
2015,floradanica_2015.tif,"Peziza acicularis [beta], abietina Fr. / Diderma(?) Didymium (?) spurium Schum.",1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Helotium elongatum Fr.,free
2016,floradanica_2016.tif,Stemonitis ferruginea Fr. / Stemonitis fusca Roth.,1830,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2017,floradanica_2017.tif,"Arcyria nutans (Bull.) Grev. / Arcyria punicea [beta], vermicularis Fr.",1830,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2018,floradanica_2018.tif,"Agaricus peronatus [beta], tomentellus Fr. / Agaricus peronatus Bolt",1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Marasmius urens Fr. var.,free
2019,floradanica_2019.tif,"Agaricus dryophilus Bull. / Agaricus dryophilys Bull. var. [beta], (A. tuberosus Schum.)",1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,(Collybia)!,free
2020,floradanica_2020.tif,Agaricus udus Pers. / Agaricus porreus Fr.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,(Psilocybe)!,free
2021,floradanica_2021.tif,Agaricus candicans Horn. / Agaricus tenacellus Fr.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Agaricus (Clitocybe) obsoletus Batsch. (A. mustelinus Schum.),free
2022,floradanica_2022.tif,"Agaricus tuberosus [beta], Fr. / Agaricus filopes Bull.",1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Agaricus (Collybia) Alumnus Fr. (A. parasiticus Schum.).,free
2023,floradanica_2023.tif,Agaricus muscigenus Schum. / Agaricus plexipes Fr.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,(Collybia)!,free
2024,floradanica_2024.tif,Agaricus prasiosmus Horn. / Agaricus elegans Pers.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Agaricus (Mycena) crocatus Schrad.,free
2025,floradanica_2025.tif,Agaricus strobilinus Pers. / Agaricus rosellus Fr. / Agaricus stylobates Pers.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,(Mycena)!,free
2026,floradanica_2026.tif,Merulius lacrymans (Wulf.) Fr.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2027,floradanica_2027.tif,Cantharellus galeatus Fr. / Merulius vastator Fr. / Merulius fugax Fr.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Cyphella galeata Fr.,free
2028,floradanica_2028.tif,Polyporus Medulla panis (Pers.) Fr. / Polyporus zonatus Fr.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2029,floradanica_2029.tif,Daedalea ferruginea Schum.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2030,floradanica_2030.tif,Typhula Erythropus Fr. / Clavaria abietina Pers.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2031,floradanica_2031.tif,Peziza repanda Fr. (P. pedunculata Schum.) / Bulgaria pellucens Fr.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Peziza amplissima var. pedunculata (Sch.) Fr.,free
2032,floradanica_2032.tif,Peziza ciliaris Schrad. / Peziza calyculiformis Schum. / Peziza pilosa Schum.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Hyalopeziza ciliaris (Schrad.) Fuck.,free
2033,floradanica_2033.tif,Peziza epiphylla Pers. / Peziza chrysocoma Bull. / Peziza ferruginea Schum.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Helotium epiphyllum (Pers.) Fr.,free
2034,floradanica_2034.tif,Peziza uveata Schum. / Peziza vernalis Schum.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,,free
2035,floradanica_2035.tif,Thelephora puteanea Schum. / Thelephora Pruni Schum.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Corticium puteaneum (Schum.) Fr.,free
2036,floradanica_2036.tif,Sphaeria punctiformis Pers. / Sphaeria concentrica Bolt. / Sphaeria fusca Pers.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Sphaerella punctiformis (P.) Rabenh.,free
2037,floradanica_2037.tif,Sphaeria serpens Pers. / Sphaeria Stigma Hffm. / Sphaeria verrucaeformis Ehrh.,1830,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 34,,Hypoxylon serpens (P.) Fr.,free
